fecha_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,es_trata,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2021-06-04,594053515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,6
2021-06-04,1594053515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-04,3594053515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,40,
2021-06-04,4594053515,Urgencia,Ciudadano,No,Relaciones de familia,0,Violencia intrafamiliar,Misiones,Dos de Mayo,PNR - Línea 145,Línea 145,,Misiones,Jardín América,Consultante - ciudadano,,Mujer,32,54
2021-06-05,3515053515,Emergencia,Ciudadano,No,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Buenos Aires,Vicente López,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,6
2021-06-05,5515053515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,25,
2021-06-05,7515053515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,Mujer,25,
2021-06-05,7525053515,Urgencia,Ciudadano,Si,Trata,1,Contactar con seguimiento del programa,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,
2021-06-05,9435053515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,25,
2021-06-05,535053515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra la administración pública: abuso de autoridad, violación a los deberes de funcionario público, denegación o de justicia",,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,45,
2021-06-05,7535053515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Buenos Aires,Glew,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Glew,Consultante - ciudadano,,Mujer,65,6
2021-06-05,8445053515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,56,82
2021-06-06,555053515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,Buenos Aires,Buenos Aires,PNR - Línea 145,llamada no pertinente,,,,Consultante - ciudadano,,Mujer,25,6
2021-06-06,1555053515,Urgencia,Ciudadano,No,Relaciones de familia,0,Deberes de responsabilidad parental o familiar,Formosa,General Mosconi,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,25,34
2021-06-06,2555053515,Urgencia,Ciudadano,No,Trata,1,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante - ciudadano,,Mujer,40,2
2021-06-07,575053515,Urgencia,Ciudadano,Si,Salud,0,Pami,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-07,1584153515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,Argentina,,,Consultante - ciudadano,,Mujer,40,
2021-06-07,6584153515,Urgencia,Ciudadano,Si,Trata,1,Informacion,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,
2021-06-08,4505153515,Urgencia,Ciudadano,Si,Salud,0,Salud mental,Buenos Aires,Mar del Plata,PNR - Línea 145,Línea 145,,,,Consultante,,,50,6
2021-06-08,6505153515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-08,7505153515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,60,
2021-06-08,8415153515,Urgencia,Ciudadano,No,Violencia de género,0,Física,Chaco,Presidencia Roque Sáenz Peña,PNR - Línea 145,Línea 145,Argentina,,,Consultante - victima directa,,Mujer,39,22
2021-06-08,1515153515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,70,
2021-06-08,3515153515,Urgencia,Ciudadano,Si,Vivienda,0,Daños contra la propiedad,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,,,Consultante,,,70,18
2021-06-08,9425153515,Urgencia,Ciudadano,Si,Trata,1,Pornografía infantil,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,,,,,6
2021-06-09,6525153515,Urgencia,Ciudadano,Si,Educación,0,Manipulación,Salta,Salta,PNR - Línea 145,Línea 145,,,,Consultante,,,40,66
2021-06-09,535153515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,70,
2021-06-09,6535153515,Urgencia,Ciudadano,Si,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,25,
2021-06-10,9455153515,Urgencia,Ciudadano,No,Trata,1,Otro,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-10,5555153515,Urgencia,Institución - juzgado de violencia familiar de misiones,No,Trata,1,Posible captación,Misiones,Posadas,PNR - Línea 145,Correo Institucional,Argentina,Misiones,posadas,Consultante,contactada por la operadora,Mujer,38,54
2021-06-10,7555153515,Urgencia,Ciudadano,Si,Trata,1,Consulta judicialización,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,Consultante,,,50,14
2021-06-10,9465153515,Urgencia,Ciudadano,Si,Trata,1,Consulta judicialización,Misiones,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,54
2021-06-10,6565153515,Urgencia,Ciudadano,No,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-11,3584253515,Urgencia,Institución - sedronar,No,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,0,
2021-06-11,4584253515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-11,5584253515,Urgencia,Ciudadano,Si,Discriminación,0,Por orientación sexual o identidad de género,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,,40,6
2021-06-11,1594253515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,14
2021-06-12,1505253515,Urgencia,Ciudadano,Si,Trata,1,Solicitud de informacion,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,14
2021-06-12,5505253515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,35,
2021-06-13,1535253515,Urgencia,Ciudadano,No,Violencia de género,0,Física,Buenos Aires,Virrey del Pino,PNR - Línea 145,Correo Institucional,,Buenos Aires,La Matanza,Consultante - ciudadano,,,21,6
2021-06-14,7535253515,Urgencia,Ciudadano,Si,Trata,1,Solicitud de informacion,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,35,
2021-06-14,9445253515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,Argentina,,Ciudadela,Consultante,,Mujer,35,
2021-06-14,4545253515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,70,
2021-06-14,8465253515,Urgencia,Ciudadano,No,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,
2021-06-14,7565253515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante - ciudadano,,,30,
2021-06-14,8475253515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-15,2584353515,Urgencia,Institución - renatre,No,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-15,3584353515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,,,,,
2021-06-15,9494353515,Urgencia,Ciudadano,Si,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,,,,Consultante,,,50,
2021-06-15,1594353515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Chubut,,PNR - Línea 145,Línea 145,,Chubut,Rawson,,,,,26
2021-06-15,3594353515,Urgencia,Ciudadano,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",Mendoza,Mendoza,PNR - Línea 145,Línea 145,,Mendoza,Mendoza,,,,,50
2021-06-18,8455353515,Urgencia,Ciudadano,No,Trata,1,Desconocimiento de identidad,Mendoza,Maipú,PNR - Línea 145,Línea 145,Argentina,Mendoza,Maipú,Consultante,,Mujer,40,50
2021-06-18,4565353515,Urgencia,Ciudadano,No,Trata,1,Posible captación,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,24,
2021-06-19,2575353515,Urgencia,Ciudadano,No,Trata,1,Salud mental,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Argentina,Tucumán,San Miguel de Tucumán,Consultante,,Mujer,53,90
2021-06-19,5575353515,Urgencia,Ciudadano,Si,Trata,1,Posible captación,Buenos Aires,Carapachay,PNR - Línea 145,Línea 145,Argentina,,,Consultante,Por Recomendación,Mujer,40,6
2021-06-19,584453515,Urgencia,Ciudadano,No,Violencia de género,0,Sexual,Formosa,Formosa,PNR - Línea 145,Línea 145,Argentina,Formosa,Formosa,Consultante,,Hombre,38,34
2021-06-19,7584453515,Urgencia,Ciudadano,No,Trata,1,"Explotación laboral niñas, niños y adolescentes",Misiones,,PNR - Línea 145,Línea 145,,Misiones,Posadas,Consultante,,Mujer,50,54
2021-06-21,2525453515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,40,
2021-06-22,1555453515,Urgencia,Ciudadano,Si,Salud,0,Situación de calle,,,PNR - Línea 145,Línea 145,,,,Consultante,,,60,
2021-06-22,3555453515,Urgencia,Ciudadano,Si,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2021-06-22,4555453515,Urgencia,Ciudadano,Si,Trabajo,0,Cuestiones salariales o de registración,,,PNR - Línea 145,Línea 145,,,,Consultante,,,30,
2021-06-22,1565453515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Neuquén,Villa La Angostura,PNR - Línea 145,Línea 145,Argentina,Neuquén,Villa La Angostura,Consultante,,Mujer,50,58
2021-06-22,2565453515,Urgencia,Institución - ufem (unidad fiscal especializada en violencia contra  las mujeres) del ministerio público de fiscal de nación,No,Violencia de género,0,Física,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,6
2021-06-22,4565453515,Urgencia,Institución - ministerio de educación de la ciudad autómona de buenos aires,No,Relaciones de familia,0,"Protección de niños, niñas y adolescentes en desamparo",Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,45,6
2021-06-22,8475453515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Hombre,23,6
2021-06-23,2575453515,Urgencia,Ciudadano,Si,Trabajo,0,Cuestiones salariales o de registración,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,,,Consultante,,,30,18
2021-06-23,4575453515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2021-06-23,5575453515,Urgencia,Institución - pvcv,No,Trata,1,Persona desaparecida,Neuquén,Neuquen,PNR - Línea 145,Línea 145,Argentina,Neuquén,Neuquen,Consultante,,Mujer,60,58
2021-06-23,584553515,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,6
2021-06-23,2584553515,Urgencia,Ciudadano,No,Trata,1,Explotación laboral,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,MALVINAS ARGENTINAS,Consultante,,Hombre,0,
2021-06-23,3584553515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,La Pampa,,PNR - Línea 145,Línea 145,,,,Consultante,,,30,42
2021-06-23,1594553515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Claypole,Consultante,,Mujer,0,
2021-06-23,1505553515,Urgencia,Ciudadano,Si,Salud,0,Acceso a servicios públicos de salud,,,PNR - Línea 145,Línea 149,,,,Consultante,,Hombre,50,
2021-06-24,9415553515,Urgencia,Ciudadano,Si,Víctima de delito,0,Cenavid,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2021-06-24,1515553515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,,Hombre,0,
2021-06-24,5515553515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2021-06-24,7515553515,Urgencia,Ciudadano,No,Trata,1,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-24,9425553515,Urgencia,Ciudadano,No,Trata,1,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-24,4525553515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,25,6
2021-06-24,5525553515,Urgencia,"Institución - dirección de asistencia a mujeres, géneros y diversidad del municipio de lomas de zamora, de la provincia de buenos aires",No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,35,
2021-06-24,545553515,Urgencia,Ciudadano,No,Relaciones de familia,0,Violencia intrafamiliar,Buenos Aires,Glew,PNR - Línea 145,Línea 145,Argentina,,,Consultante,,Mujer,60,6
2021-06-25,3545553515,Urgencia,Ciudadano,Si,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,40,
2021-06-25,4545553515,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,,,45,6
2021-06-25,5545553515,Urgencia,Ciudadano,Si,Relaciones de familia,0,Problemas económicos entre miembros de la familia,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-25,7545553515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,60,
2021-06-25,1555553515,Urgencia,Ciudadano,No,Trata,1,"Explotación sexual niñas, niños y adolescentes",Mendoza,Mendoza,PNR - Línea 145,Línea 145,Argentina,Mendoza,Mendoza,Consultante,,,50,50
2021-06-25,9465553515,Urgencia,Institución - pnr,No,Trata,1,Persona desaparecida,Buenos Aires,Mar del Plata,PNR - Línea 145,Correo Institucional,Argentina,Buenos Aires,Mar del Plata,Consultante,,,50,6
2021-06-25,4565553515,Urgencia,Ciudadano,Si,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,90
2021-06-25,6565553515,Urgencia,Ciudadano,No,Víctima de delito,0,Comercializacion de estupefacientes,Chaco,Resistencia,PNR - Línea 145,Línea 145,Argentina,Chaco,Resistencia,Consultante,,Mujer,40,22
2021-06-25,7565553515,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,La Plata,Consultante,,Mujer,40,6
2021-06-26,4575553515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en TV,Hombre,50,6
2021-06-26,5594653515,Urgencia,Ciudadano,Si,Trata,1,Servidumbre doméstica,Buenos Aires,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,30,6
2021-06-27,6594653515,Urgencia,Ciudadano,Si,Trata,1,Pornografía infantil,Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,,,,Consultante,,,36,38
2021-06-27,2505653515,Urgencia,Ciudadano,Si,Relaciones de familia,0,Violencia intrafamiliar,Buenos Aires,Virrey del Pino,PNR - Línea 145,Línea 145,,,,Consultante,,,40,6
2021-06-27,4505653515,Urgencia,Ciudadano,Si,Víctima de delito,0,Amenazas telefónicas,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,,45,6
2021-06-27,5515653515,Urgencia,Ciudadano,Si,Violencia de género,0,Física,Mendoza,Mendoza,PNR - Línea 145,Línea 145,,,,Consultante,,,0,50
2021-06-28,2535653515,Urgencia,Institución - ministerio de seguridad,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,Mujer,40,
2021-06-28,8455653515,Urgencia,Ciudadano,No,Vivienda,0,Desalojo u ocupación de vivienda,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,6
2021-06-28,555653515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,Córdoba,Cruz del Eje,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,14
2021-06-29,6555653515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-29,9465653515,Urgencia,Ciudadano,Si,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-29,9475653515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,,,Consultante,"No sabe, no recuerda",Mujer,40,86
2021-06-29,575653515,Urgencia,Ciudadano,Si,Víctima de delito,0,"Contra la libertad: privación de la libertad, amenazas, sustracción de identidad o posible desaparición de persona",Buenos Aires,Devoto,PNR - Línea 145,Línea 145,,Misiones,,Consultante,,Mujer,25,6
2021-06-30,6575653515,Urgencia,Ciudadano,No,Trata,1,Oferta laboral engañosa,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Consultante,,,21,6
2021-06-30,3584753515,Urgencia,Ciudadano,No,Víctima de delito,0,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2021-06-30,5584753515,Urgencia,Ciudadano,Si,Trata,1,Solicita información sobre el delito,Misiones,Puerto Iguazú,PNR - Línea 145,Línea 145,,,,Consultante,,,45,54
2021-06-30,6584753515,Urgencia,Ciudadano,Si,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-06-30,8494753515,Urgencia,Institución - tribunal oral nro. 25  caba,No,Trata,1,Envío de oficio judicial,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,Buenos Aires,Consultante,,,35,6
2021-06-30,1594753515,Urgencia,Ciudadano,Si,Salud,0,Covid-19,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-07-01,2525753515,Urgencia,Institución - ivc instituto de vivienda de la ciudad,No,Trata,1,Explotación sexual,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,Buenos Aires,Consultante,Derivado de otro organismo,Mujer,35,6
2021-07-01,6525753515,Urgencia,Ciudadano,Si,Consulta para organismo alojado en el caj,0,Asesoría legal,Buenos Aires,tres de febrero,PNR - Línea 145,Línea 145,Sin descripcion,,,Consultante,Derivado de otro organismo,Hombre,30,6
2021-07-01,9435753515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,
2021-07-01,1535753515,Urgencia,"Institución - dirección de asistencia a mujeres, géneros y diversidad",No,Trata,1,Consulta formulario,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-07-01,2535753515,Urgencia,Ciudadano,No,Salud,0,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,50,
2021-07-02,9445753515,Urgencia,Institución - policia ciudad caba,No,Trata,1,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,40,
2021-07-02,9465753515,Urgencia,Ciudadano,Si,Trabajo,0,"Maltrato, discriminación, falta de respeto, acoso, hostigamiento o mobbing",,,PNR - Línea 145,Línea 145,,,,Consultante,,,26,
2021-07-02,1575753515,Urgencia,Ciudadano,Si,Trata,1,Explotación laboral,Buenos Aires,Villa Madero,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,50,6
2021-07-03,6575753515,Urgencia,"Institución - comisaria 5 de villa fiorito, lomas de zamora",No,Trata,1,Informacion,Buenos Aires,Villa Fiorito,PNR - Línea 145,Línea 145,,Buenos Aires,Villa Fiorito,Consultante,Concurrió en otra oportunidad,Hombre,47,6
2021-07-03,2584844515,Urgencia,Ciudadano,Si,Trata,1,Informacion,,,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,Hombre,45,
2021-07-03,3584844515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,Por Recomendación,Hombre,35,
2021-07-03,4584844515,Urgencia,Ciudadano,Si,Relaciones de familia,0,"Cuidado personal, régimen comunicacional o custodia legal",Entre Ríos,Parana,PNR - Línea 145,Línea 145,,,,Consultante,Por publicidad en internet,Mujer,25,30
2021-07-05,545844515,Urgencia,Ciudadano,Si,Trata,1,Datos de judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,35,
2021-07-05,4555844515,Urgencia,Ciudadano,Si,Trata,1,Legal,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,40,
2021-07-06,3575844515,Urgencia,Ciudadano,Si,Trata,1,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,50,
2021-07-06,7575844515,Urgencia,Ciudadano,No,Trata,1,Explotación sexual,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,Santiago del Estero,Consultante,,Mujer,50,86
2021-07-06,8484944515,Urgencia,Ciudadano,Si,Trata,1,Grooming,,,PNR - Línea 145,Línea 145,,,,Consultante,,,40,
2021-07-07,3594944515,Urgencia,Ciudadano,Si,Salud,0,Covid,,,PNR - Línea 145,Línea 145,,,,Consultante,,,60,
2021-07-07,9405944515,Urgencia,Ciudadano,No,Salud,0,Salud mental,Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer,50,6
2021-07-07,5515944515,Urgencia,Ciudadano,No,Vivienda,0,"Situación de calle actual o inminente, acceso a paradores u hogares transitorios, etc.",,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,45,
2021-07-09,6545944515,Urgencia,Ciudadano,Si,Trata,1,"Explotación sexual niñas, niños y adolescentes",Chubut,Trelew,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,26
2021-07-09,4555944515,Urgencia,Ciudadano,No,Violencia de género,0,Psicológica,San Juan,Jachal,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,16,70
2021-07-09,565944515,Urgencia,Ciudadano,Si,Violencia de género,0,Psicológica,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
2021-07-09,6565944515,Urgencia,Ciudadano,Si,Trata,1,Pornografía infantil,,,PNR - Línea 145,Línea 145,,,,Consultante,,,0,
